datetime,close,realized_volatility
2022-09-20,1665.24,0.005789961729964511
2022-09-21,1671.13,0.015854006947608003
2022-09-22,1671.33,0.013405146517814662
2022-09-23,1644.0107070707072,0.012396172370140462
2022-09-24,1644.859191919192,7.447436156218397e-05
2022-09-25,1643.9,0.0010907713945286065
2022-09-26,1627.44,0.016272640513170483
2022-09-27,1630.05,0.008138374931769289
2022-09-28,1657.61,0.01415867543992042
2022-09-29,1663.2,0.009974191299385754
2022-09-30,1660.772,0.008421848714481508
2022-10-01,1662.716,0.000168854094746393
2022-10-02,1664.66,0.000168656790641178
2022-10-03,1700.49,0.011469719869154937
2022-10-04,1725.27,0.010403127225470694
2022-10-05,1716.22,0.010648241159737178
2022-10-06,1712.0,0.008884186535502088
2022-10-07,1694.9731313131313,0.01038075865600412
2022-10-08,1696.810707070707,0.00015639631894640284
2022-10-09,1697.64,0.0005917679129802374
2022-10-10,1668.96,0.007349011052003048
2022-10-11,1666.23,0.010984974123515706
2022-10-12,1673.72,0.0074826973440735075
2022-10-13,1665.65,0.01562242356479819
2022-10-14,1644.5160606060606,0.012768594310241027
2022-10-15,1645.0687878787878,4.850418197119773e-05
2022-10-16,1645.54,6.412191133993309e-05
2022-10-17,1650.67,0.008344879776094886
2022-10-18,1652.7,0.008059210415830523
2022-10-19,1628.17,0.00860521610205045
2022-10-20,1627.03,0.010558091609217524
2022-10-21,1657.7857575757575,0.013076913052692343
2022-10-22,1658.9348484848485,0.00010001264265141325
2022-10-23,1659.1,0.0005868528472297413
2022-10-24,1651.81,0.0076464330573195625
2022-10-25,1652.45,0.009949784170772443
2022-10-26,1665.24,0.008185470285869509
2022-10-27,1662.29,0.0085417356530205
2022-10-28,1644.8393814432989,0.007203358524920806
2022-10-29,1644.5919587628864,2.1713411342192943e-05
2022-10-30,1643.54,0.0007289992168677923
2022-10-31,1632.59,0.0062239534726782775
2022-11-01,1646.94,0.007473705530985604
2022-11-02,1633.89,0.015798266719688175
2022-11-03,1629.92,0.00931391577892114
2022-11-04,1681.4925999999998,0.010841784823675656
2022-11-05,1678.4733999999999,0.00025939795765505115
2022-11-06,1672.88,0.0019916207621768598
2022-11-07,1674.16,0.006815241888389261
2022-11-08,1711.73,0.017688516501818796
2022-11-09,1706.45,0.0068689307730065916
2022-11-10,1752.25,0.015285702239825347
2022-11-11,1771.0314285714285,0.009810782370932246
2022-11-12,1768.5285714285715,0.00020412503339101965
2022-11-13,1763.72,0.0012832579154010092
2022-11-14,1769.71,0.006822639901630958
2022-11-15,1780.91,0.008670007658869532
2022-11-16,1774.0,0.006590174395262756
2022-11-17,1760.17,0.006896672425477727
2022-11-18,1750.6791836734694,0.00705591675835705
2022-11-19,1750.6693877551022,8.0764253990501e-07
2022-11-20,1752.32,0.0007404142196511978
2022-11-21,1738.59,0.007418340545418466
2022-11-22,1741.26,0.0048147152742441385
2022-11-23,1751.855,0.00862365157442716
2022-11-24,1755.47,0.0039942298494330475
2022-11-25,1754.769191919192,0.005780001072016668
2022-11-26,1752.839494949495,0.000158813501297133
2022-11-27,1751.09,0.00017647291370526374
2022-11-28,1741.43,0.007207807944784475
2022-11-29,1749.33,0.007838444946839503
2022-11-30,1773.35,0.01246083016179275
2022-12-01,1802.41,0.009855010581797285
2022-12-02,1797.618686868687,0.009502830521272272
2022-12-03,1797.4829292929294,1.0900898129268025e-05
2022-12-04,1799.23,0.0010454933606727011
2022-12-05,1769.38,0.00919204173159619
2022-12-06,1771.02,0.0062142195492200635
2022-12-07,1787.21,0.007120806695300978
