datetime,close,realized_volatility
2022-09-20,1331.165,0.04744864169224198
2022-09-21,1243.942,0.08778671413614278
2022-09-22,1323.388,0.04465230293701318
2022-09-23,1329.922,0.06031750831417176
2022-09-24,1314.358,0.023731028698377725
2022-09-25,1290.905,0.02587264148113242
2022-09-26,1327.42,0.03996890776813607
2022-09-27,1329.74,0.03722368135552556
2022-09-28,1337.955,0.04501700129405943
2022-09-29,1329.587,0.040948324839461
2022-09-30,1322.38,0.036047971677091756
2022-10-01,1312.9,0.015895311490046637
2022-10-02,1289.985,0.022504465501650008
2022-10-03,1315.595,0.027985425838702
2022-10-04,1359.177,0.0172903630889799
2022-10-05,1355.9,0.021358281496012082
2022-10-06,1351.1,0.026201572749181407
2022-10-07,1333.82,0.02440371221897469
2022-10-08,1311.873,0.016474713372999925
2022-10-09,1316.71,0.012288394763097605
2022-10-10,1292.213,0.022844135999011965
2022-10-11,1280.75,0.021586553948858233
2022-10-12,1294.432,0.015487780908005412
2022-10-13,1292.62,0.04961926886226612
2022-10-14,1295.833,0.03340652030183398
2022-10-15,1271.225,0.01531051874332867
2022-10-16,1308.461,0.02485721177107666
2022-10-17,1331.32,0.01618308922527528
2022-10-18,1312.7,0.024176154656676142
2022-10-19,1286.302,0.01887495808227099
2022-10-20,1282.85,0.02024621603659433
2022-10-21,1301.581,0.02150583370268318
2022-10-22,1315.3,0.011832748453104303
2022-10-23,1365.37,0.023458973498163223
2022-10-24,1346.364,0.02404222697202678
2022-10-25,1458.3,0.05238930172244665
2022-10-26,1568.895,0.047198128615654235
2022-10-27,1517.59,0.04639630148979221
2022-10-28,1559.055,0.032321903172492096
2022-10-29,1611.218,0.03430071433164134
2022-10-30,1590.972,0.027062010362548697
2022-10-31,1572.975,0.04784993060049086
2022-11-01,1578.625,0.02453326953853636
2022-11-02,1518.622,0.05953103766497233
2022-11-03,1531.01,0.025982460345671525
2022-11-04,1645.085,0.0438534597217273
2022-11-05,1627.27,0.018328999486677378
