datetime;close
30/3/23;42,02
29/3/23;43,33
28/3/23;44,31
27/3/23;45,41
24/3/23;48,36
23/3/23;46,9
22/3/23;46,97
21/3/23;48,12
20/3/23;51,14
17/3/23;51,48
16/3/23;48,65
15/3/23;49,78
14/3/23;47,41
13/3/23;38,13
10/3/23;36,76
9/3/23;34,86
8/3/23;33,39
7/3/23;33,76
6/3/23;33,03
3/3/23;35,2
2/3/23;35,61
1/3/23;36,63
28/2/23;35,42
27/2/23;37,55
24/2/23;37,25
23/2/23;36,69
22/2/23;38,36
21/2/23;37,05
17/2/23;36,04
16/2/23;35,03
15/2/23;35,7
14/2/23;36,67
13/2/23;37,77
10/2/23;35,89
9/2/23;35,75
8/2/23;37,02
7/2/23;37,31
6/2/23;38,92
3/2/23;39,48
2/2/23;38,49
1/2/23;37,99
31/1/23;38,55
30/1/23;40,18
27/1/23;38,6
26/1/23;38,12
25/1/23;38,54
24/1/23;38,26
23/1/23;37,3
20/1/23;37,81
19/1/23;39,02
18/1/23;39,25
17/1/23;40,1
13/1/23;38,19
12/1/23;39,28
11/1/23;41,19
10/1/23;41,6
9/1/23;42,75
6/1/23;42,94
5/1/23;43,93
4/1/23;45,83
3/1/23;44,14
30/12/22;41,26
29/12/22;42,6
28/12/22;43,95
27/12/22;43,5
23/12/22;41,21
22/12/22;41,8
21/12/22;41,18
20/12/22;41,79
19/12/22;42,47
16/12/22;42,29
15/12/22;43,7
14/12/22;41,82
13/12/22;43,37
12/12/22;44,99
9/12/22;46,93
8/12/22;47,17
7/12/22;47,91
6/12/22;46,36
5/12/22;45,41
2/12/22;45,76
1/12/22;45,61
30/11/22;46,15
29/11/22;47,91
28/11/22;50,53
25/11/22;50,16
23/11/22;51,56
22/11/22;46,3
21/11/22;47,11
18/11/22;45,93
17/11/22;45,34
16/11/22;45,12
15/11/22;46,72
14/11/22;44,42
11/11/22;42,06
10/11/22;43,48
9/11/22;45,38
8/11/22;45,04
7/11/22;45,11
4/11/22;47,5
3/11/22;46,47
2/11/22;47,75
1/11/22;47,04
31/10/22;47,41
28/10/22;47,81
27/10/22;49,02
26/10/22;48,58
25/10/22;47,3
24/10/22;47,78
21/10/22;47,19
20/10/22;47,98
19/10/22;47,78
18/10/22;49,12
17/10/22;50,27
14/10/22;50,3
13/10/22;50,52
12/10/22;51,52
11/10/22;51,92
10/10/22;51,42
7/10/22;53,64
6/10/22;53,39
5/10/22;54,2
4/10/22;59,51
3/10/22;56,24
30/9/22;55,69
29/9/22;54,41
28/9/22;55,02
27/9/22;55,89
26/9/22;56,68
23/9/22;50,82
22/9/22;47,1
21/9/22;48,65
20/9/22;48,23
19/9/22;46,75
16/9/22;47,44
15/9/22;46,63
14/9/22;45,62
13/9/22;44,81
12/9/22;44,15
9/9/22;48,84
8/9/22;51,29
7/9/22;53,32
6/9/22;50
2/9/22;53,9
1/9/22;53,9
31/8/22;52,11
30/8/22;49,74
29/8/22;47,73
26/8/22;47,08
25/8/22;48,78
24/8/22;48,33
23/8/22;47,35
22/8/22;50,64
19/8/22;50,34
18/8/22;47,41
17/8/22;51,55
16/8/22;50,25
15/8/22;46,63
12/8/22;44
11/8/22;45,37
10/8/22;46,56
9/8/22;46,23
8/8/22;46,4
5/8/22;48,76
4/8/22;55,14
3/8/22;50,12
2/8/22;52,77
1/8/22;49,97
29/7/22;46,19
28/7/22;47,17
27/7/22;48,99
26/7/22;47,81
25/7/22;47,96
22/7/22;47,84
21/7/22;51,1
20/7/22;47,54
19/7/22;48,77
18/7/22;49,66
15/7/22;51,77
14/7/22;53,03
13/7/22;51,76
12/7/22;54,4
11/7/22;53,1
8/7/22;52,1
7/7/22;52,87
6/7/22;54,67
5/7/22;52,61
1/7/22;49,4
30/6/22;48,9
29/6/22;48,57
28/6/22;46,59
27/6/22;46,99
24/6/22;46,99
23/6/22;48,58
22/6/22;48,99
21/6/22;46,56
17/6/22;49,19
16/6/22;46,27
15/6/22;47,04
14/6/22;46,63
13/6/22;47,56
10/6/22;42,92
9/6/22;43,87
8/6/22;44,37
7/6/22;45,88
6/6/22;47,9
3/6/22;46,23
2/6/22;47,8
1/6/22;49,14
31/5/22;49,82
27/5/22;47,92
26/5/22;46,03
25/5/22;46,76
24/5/22;47,04
23/5/22;48,63
20/5/22;50,72
19/5/22;51,16
18/5/22;51,89
17/5/22;50,34
16/5/22;51,89
13/5/22;51,22
12/5/22;52,71
11/5/22;53,43
10/5/22;56,06
9/5/22;57,9
6/5/22;54,82
5/5/22;54,72
4/5/22;53,15
3/5/22;54,04
2/5/22;54,15
29/4/22;53,1
28/4/22;51,94
27/4/22;53,38
26/4/22;53,57
25/4/22;52,86
22/4/22;51,15
21/4/22;49,86
20/4/22;52,23
19/4/22;50,34
18/4/22;50,94
14/4/22;53,38
13/4/22;51,2
12/4/22;55,25
11/4/22;54,81
8/4/22;53,14
7/4/22;54,23
6/4/22;53,15
5/4/22;53,8
4/4/22;54,31
1/4/22;54,36
31/3/22;57,66
30/3/22;61,04
29/3/22;62,46
28/3/22;67,04
25/3/22;68,91
24/3/22;69,14
23/3/22;72,59
22/3/22;69,56
21/3/22;70,78
18/3/22;69,09
17/3/22;67,78
16/3/22;59,35
15/3/22;63,62
14/3/22;65,42
11/3/22;68,01
10/3/22;67,34
9/3/22;73,25
8/3/22;75,82
7/3/22;78,91
4/3/22;77,29
3/3/22;64,37
2/3/22;61,53
1/3/22;61,43
28/2/22;52,5
25/2/22;49,5
24/2/22;49,04
23/2/22;50,51
22/2/22;50,11
18/2/22;52,01
17/2/22;53,14
16/2/22;49,38
15/2/22;48,36
14/2/22;48,83
11/2/22;47,44
10/2/22;43,81
9/2/22;39,4
8/2/22;41,26
7/2/22;43,34
4/2/22;43,88
3/2/22;42,15
2/2/22;41,86
1/2/22;41,31
31/1/22;42,35
28/1/22;47,74
27/1/22;46,9
26/1/22;45,67
25/1/22;47,63
24/1/22;47,84
21/1/22;42,57
20/1/22;41,15
19/1/22;42,75
18/1/22;42,28
14/1/22;41,18
13/1/22;37,11
12/1/22;34,39
11/1/22;34,31
10/1/22;37,65
7/1/22;37
6/1/22;36,86
5/1/22;44,49
4/1/22;39,48
3/1/22;37,57
31/12/21;42,62
30/12/21;40,2
29/12/21;40,24
28/12/21;41,23
27/12/21;43,58
24/12/21;43,71
23/12/21;43,71
22/12/21;46
21/12/21;52,31
20/12/21;60,24
17/12/21;48,31
16/12/21;49,97
15/12/21;56,53
14/12/21;54,76
13/12/21;45,88
10/12/21;46,23
9/12/21;47,43
8/12/21;45,22
7/12/21;48,15
6/12/21;56,21
3/12/21;64,55
2/12/21;57,27
1/12/21;78,18
30/11/21;75,23
29/11/21;63,34
26/11/21;65,72
24/11/21;34,79
23/11/21;35,1
22/11/21;36,61
19/11/21;37,13
18/11/21;37,68
17/11/21;33,75
16/11/21;34,69
15/11/21;36,42
12/11/21;36,1
11/11/21;36,2
10/11/21;37,09
9/11/21;36,33
8/11/21;37,71
5/11/21;37,84
4/11/21;38,56
3/11/21;39,44
2/11/21;35,56
1/11/21;36,74
29/10/21;37,92
28/10/21;37,23
27/10/21;37,63
26/10/21;35,5
25/10/21;36,07
22/10/21;36,87
21/10/21;36,55
20/10/21;35,16
19/10/21;35,14
18/10/21;35,02
15/10/21;34,05
14/10/21;36,98
13/10/21;36,05
12/10/21;37,1
11/10/21;38,51
8/10/21;38
7/10/21;46,15
6/10/21;41,02
5/10/21;37,2
4/10/21;37,27
1/10/21;37,38
30/9/21;38,68
29/9/21;35,26
28/9/21;36,1
27/9/21;34,98
24/9/21;34,01
23/9/21;32,3
22/9/21;32,43
21/9/21;34,45
20/9/21;35,23
17/9/21;32,32
16/9/21;33,16
15/9/21;32,38
14/9/21;33,63
13/9/21;32,74
10/9/21;33,54
9/9/21;33,87
8/9/21;31,91
7/9/21;32,91
3/9/21;36,91
2/9/21;31,35
1/9/21;36,13
31/8/21;34,28
30/8/21;35,27
27/8/21;34,93
26/8/21;36,33
25/8/21;35,6
24/8/21;36,79
23/8/21;38,67
20/8/21;40,67
19/8/21;40,98
18/8/21;40,86
17/8/21;39,5
16/8/21;38,84
13/8/21;35,91
12/8/21;36,5
11/8/21;38,32
10/8/21;39,28
9/8/21;43,28
6/8/21;39,31
5/8/21;39,09
4/8/21;42,27
3/8/21;37,55
2/8/21;36,23
30/7/21;32,85
29/7/21;33,36
28/7/21;34,62
27/7/21;35,14
26/7/21;35,59
23/7/21;34,05
22/7/21;36,44
21/7/21;42,91
20/7/21;52,26
19/7/21;46,36
16/7/21;37,15
15/7/21;38,04
14/7/21;38,2
13/7/21;35,4
12/7/21;38,73
9/7/21;37,02
8/7/21;38,8
7/7/21;42,01
6/7/21;37,59
2/7/21;32,87
1/7/21;32,47
30/6/21;32,74
29/6/21;31,99
28/6/21;31,86
25/6/21;31,3
24/6/21;32,05
23/6/21;34,68
22/6/21;34,28
21/6/21;35,01
18/6/21;33,95
17/6/21;36,84
16/6/21;33,83
15/6/21;31,56
14/6/21;33,13
11/6/21;32,55
10/6/21;33,03
9/6/21;31,79
8/6/21;31,95
7/6/21;31,7
4/6/21;31,76
3/6/21;33,89
2/6/21;32,77
1/6/21;33,43
28/5/21;33,54
27/5/21;33,63
26/5/21;33,89
25/5/21;36,23
24/5/21;35,54
21/5/21;39,34
20/5/21;39,43
19/5/21;38,82
18/5/21;37,01
17/5/21;36,42
14/5/21;36,46
13/5/21;37,94
12/5/21;36,94
11/5/21;37,93
10/5/21;37,99
7/5/21;37,63
6/5/21;37,74
5/5/21;38,33
4/5/21;37,15
3/5/21;40,15
30/4/21;38,39
29/4/21;36,37
28/4/21;36,42
27/4/21;38,44
26/4/21;41,23
23/4/21;38,7
22/4/21;39,39
21/4/21;42,44
20/4/21;35,68
19/4/21;35,07
16/4/21;32,79
15/4/21;34,2
14/4/21;35,7
13/4/21;35,2
12/4/21;37,04
9/4/21;39,19
8/4/21;40,7
7/4/21;41,27
6/4/21;42,41
5/4/21;42
2/4/21;40,15
1/4/21;40,15
31/3/21;45,65
30/3/21;41,46
29/3/21;44,16
26/3/21;44,93
25/3/21;49,88
24/3/21;64,91
23/3/21;48,62
22/3/21;40,28
19/3/21;44,38
18/3/21;48,44
17/3/21;37,4
16/3/21;39,1
15/3/21;39,38
12/3/21;37,51
11/3/21;37,86
10/3/21;37,56
9/3/21;37,97
8/3/21;38,89
5/3/21;36,61
4/3/21;37,27
3/3/21;39,83
2/3/21;40,96
1/3/21;42,56
26/2/21;42,49
25/2/21;40,58
24/2/21;39,58
23/2/21;39,75
22/2/21;38,57
19/2/21;37,76
18/2/21;37,9
17/2/21;36,9
16/2/21;35,13
12/2/21;34,25
11/2/21;34,33
10/2/21;33,77
9/2/21;33,54
8/2/21;34,48
5/2/21;34,94
4/2/21;35,37
3/2/21;37,11
2/2/21;38,62
1/2/21;39,16
29/1/21;40,2
28/1/21;40,45
27/1/21;40,21
26/1/21;37,13
25/1/21;38,02
22/1/21;36,25
21/1/21;35,05
20/1/21;35,67
19/1/21;35,37
15/1/21;40,39
14/1/21;37,95
13/1/21;36,79
12/1/21;33,85
11/1/21;35,31
8/1/21;36,65
7/1/21;36,06
6/1/21;39,31
5/1/21;40,39
4/1/21;42,12
31/12/20;37,83
30/12/20;38,01
29/12/20;38,64
28/12/20;39,67
24/12/20;39,41
23/12/20;39,89
22/12/20;42,06
21/12/20;41,56
18/12/20;37,15
17/12/20;36,86
16/12/20;38,68
15/12/20;39,34
14/12/20;39,96
11/12/20;39,51
10/12/20;39,7
