datetime,close,realized_volatility
2022-09-20,18961.94,0.03562374090748696
2022-09-21,18488.05,0.06799012458611171
2022-09-22,19396.32,0.03394665247681937
2022-09-23,19334.04,0.03509167637263817
2022-09-24,18885.03,0.017579253667649352
2022-09-25,18787.57,0.018754024705111935
2022-09-26,19138.19,0.03007767304873233
2022-09-27,19077.77,0.04606890383253061
2022-09-28,19485.84,0.03849900592760649
2022-09-29,19460.94,0.034601740585443595
2022-09-30,19386.45,0.03758652514317158
2022-10-01,19328.32,0.014057761546650286
2022-10-02,19171.37,0.015875113048835862
2022-10-03,19523.63,0.023687355464509088
2022-10-04,20302.2,0.018910695087413994
2022-10-05,20194.73,0.021490600841040777
2022-10-06,19902.94,0.023060295853612453
2022-10-07,19553.57,0.025790624115776855
2022-10-08,19363.08,0.01038416905525144
2022-10-09,19400.77,0.011055288434576009
2022-10-10,19133.28,0.019872989946158798
2022-10-11,19040.43,0.016045107570435063
2022-10-12,19156.42,0.009144677557059722
2022-10-13,19436.26,0.03924736348886307
2022-10-14,19161.16,0.02987920396418954
2022-10-15,19063.71,0.008538305920991869
2022-10-16,19301.25,0.017777604598860863
2022-10-17,19519.57,0.012602784783196545
2022-10-18,19325.28,0.018207882947295247
2022-10-19,19140.42,0.012793099552497514
2022-10-20,19035.08,0.017772100312195352
2022-10-21,19190.95,0.017351896014299824
2022-10-22,19195.87,0.006018878971097391
2022-10-23,19592.16,0.01630393911613552
2022-10-24,19362.0,0.014348292459362338
2022-10-25,20070.0,0.02584895863696594
2022-10-26,20822.64,0.028068509275564472
2022-10-27,20271.71,0.025821181185944835
2022-10-28,20636.65,0.018530633978503942
2022-10-29,20763.59,0.015514837490310207
2022-10-30,20630.34,0.015280518257989645
2022-10-31,20494.5,0.02250993073575918
2022-11-01,20481.61,0.012257603424948468
2022-11-02,20151.96,0.026244023114237538
2022-11-03,20208.36,0.01435293212057319
2022-11-04,21150.65,0.031113641091872223
2022-11-05,21300.48,0.017944077693180942
2022-11-06,20910.75,0.012452960252288607
2022-11-07,20593.45,0.020568230038035464
2022-11-08,18547.24,0.09268013530536647
2022-11-09,15896.26,0.07299713308125096
2022-11-10,17559.7,0.09153430200103009
2022-11-11,17012.98,0.07367502854524062
2022-11-12,16780.43,0.018287246641385355
2022-11-13,16304.66,0.020816018961616906
2022-11-14,16590.86,0.06331515147391348
2022-11-15,16876.62,0.02450133488421456
2022-11-16,16650.26,0.02140151974712288
2022-11-17,16683.0,0.01868215482331749
2022-11-18,16682.69,0.01677119544011106
2022-11-19,16686.3,0.01020181189434948
2022-11-20,16254.69,0.01939541033473131
2022-11-21,15760.06,0.03335376430860493
2022-11-22,16203.72,0.02521111205854156
2022-11-23,16593.19,0.024797670968417156
