datetime,close,realized_volatility,implied_volatility,realized_volatility_t-1,returns,iv_returns
2022-09-21,1243.942,0.0877867141361427,0.05270797432951995,0.0474486416922419,-0.06776912923600427,0.03997855336629828
2022-09-22,1323.388,0.0446523029370131,0.05448565160538194,0.0877867141361427,0.061909745565586975,0.03317063406001952
2022-09-23,1329.922,0.0603175083141717,0.05282724616820898,0.0446523029370131,0.004925178895901484,-0.030910310181277694
2022-09-24,1314.358,0.0237310286983777,0.05308504415007,0.0603175083141717,-0.011771960410104287,0.0048681506218641955
2022-09-25,1290.905,0.0258726414811324,0.050637053231647244,0.0237310286983777,-0.018004810697498118,-0.04721164853704939
2022-09-26,1327.42,0.039968907768136,0.05179114189938952,0.0258726414811324,0.027893685874807287,0.022535543224493353
2022-09-27,1329.74,0.0372236813555255,0.05194142692050372,0.039968907768136,0.0017462257369011153,0.0028975494961847015
2022-09-28,1337.955,0.0450170012940594,0.051742505283866036,0.0372236813555255,0.006158894452016039,-0.0038370821104490305
2022-09-29,1329.587,0.040948324839461,0.05269320415694846,0.0450170012940594,-0.00627396115886992,0.01820689762880528
2022-09-30,1322.38,0.0360479716770917,0.052358722382936124,0.040948324839461,-0.0054352243012236855,-0.006367953741000875
2022-10-01,1312.9,0.0158953114900466,0.04897082477099945,0.0360479716770917,-0.0071947124354417675,-0.06689383216726193
2022-10-02,1289.985,0.02250446550165,0.049829194347230814,0.0158953114900466,-0.017607840558928445,0.017376336190669882
2022-10-03,1315.595,0.027985425838702,0.05084967749938349,0.02250446550165,0.019658444379264617,0.02027273614350741
2022-10-04,1359.177,0.0172903630889799,0.04761474332287222,0.027985425838702,0.03259033473548926,-0.06573133332585349
2022-10-05,1355.9,0.021358281496012,0.047573416221857366,0.0172903630889799,-0.0024139290276267377,-0.0008683244598738458
2022-10-06,1351.1,0.0262015727491814,0.04738973891292702,0.021358281496012,-0.0035463650023501623,-0.003868395857796482
2022-10-07,1333.82,0.0244037122189746,0.044993428440344305,0.0262015727491814,-0.012872069628290763,-0.051889282188713075
2022-10-08,1311.873,0.0164747133729999,0.04353639545090666,0.0244037122189746,-0.016591118799380272,-0.032919179139348005
2022-10-09,1316.71,0.0122883947630976,0.042770334014021,0.0164747133729999,0.0036803140396526497,-0.017752533559646587
2022-10-10,1292.213,0.0228441359990119,0.043771988115487485,0.0122883947630976,-0.01877994864226195,0.02314934029847904
2022-10-11,1280.75,0.0215865539488582,0.04379565302023863,0.0228441359990119,-0.00891040861632131,0.0005404942972157543
2022-10-12,1294.432,0.0154877809080054,0.04487944892561643,0.0215865539488582,0.010626145058197718,0.024445415954161102
2022-10-13,1292.62,0.0496192688622661,0.044905376400113925,0.0154877809080054,-0.0014008224777143441,0.0005775469323267909
2022-10-14,1295.833,0.0334065203018339,0.04453969170227826,0.0496192688622661,0.0024825651848250593,-0.008176789241960825
2022-10-15,1271.225,0.0153105187433286,0.04247745312208537,0.0334065203018339,-0.01917272909860517,-0.04740731960527679
2022-10-16,1308.461,0.0248572117710766,0.042159862284954504,0.0153105187433286,0.028870634919637324,-0.007504782641283047
2022-10-17,1331.32,0.0161830892252752,0.042081383653183105,0.0248572117710766,0.017319293829313916,-0.0018631883610091128
2022-10-18,1312.7,0.0241761546566761,0.03970695088178002,0.0161830892252752,-0.014084846425604494,-0.05807919182996518
2022-10-19,1286.302,0.0188749580822709,0.040530078017424864,0.0241761546566761,-0.020314649878664593,0.02051810801776098
2022-10-20,1282.85,0.0202462160365943,0.04041112324509099,0.0188749580822709,-0.0026872696339967123,-0.002939290648524949
2022-10-21,1301.581,0.0215058337026831,0.04041376063885324,0.0202462160365943,0.014495514083022399,6.526192520045687e-05
2022-10-22,1315.3,0.0118327484531043,0.03977136949501808,0.0215058337026831,0.010485097095010072,-0.016023042839739404
2022-10-23,1365.37,0.0234589734981632,0.03885852737696349,0.0118327484531043,0.0373606776846493,-0.023219746374885955
2022-10-24,1346.364,0.0240422269720267,0.038894083992869734,0.0234589734981632,-0.014017828608166314,0.0009146089824748662
2022-10-25,1458.3,0.0523893017224466,0.040335586228939437,0.0240422269720267,0.07986374816830355,0.036391955671361026
2022-10-26,1568.895,0.0471981286156542,0.04238270325636216,0.0523893017224466,0.07310017616804394,0.04950622465543478
2022-10-27,1517.59,0.0463963014897922,0.047120451495301474,0.0471981286156542,-0.033247999640076686,0.10596678417623732
2022-10-28,1559.055,0.032321903172492,0.04367785699212595,0.0463963014897922,0.026956318213015692,-0.07586585241870271
2022-10-29,1611.218,0.0343007143316413,0.04213963405309533,0.032321903172492,0.032910546238809506,-0.03585254443380332
2022-10-30,1590.972,0.0270620103625486,0.044443607705032966,0.0343007143316413,-0.012645264510732395,0.05323241869406913
2022-10-31,1572.975,0.0478499306004908,0.04579946109104317,0.0270620103625486,-0.011376419454311405,0.030051181522021984
2022-11-01,1578.625,0.0245332695385363,0.04626707794027862,0.0478499306004908,0.0035854842320659076,0.010158324084388567
2022-11-02,1518.622,0.0595310376649723,0.04590476493612324,0.0245332695385363,-0.03875087026461133,-0.007861725641191194
2022-11-03,1531.01,0.0259824603456715,0.04224697121234578,0.0595310376649723,0.008124303613271102,-0.08303625897122997
2022-11-04,1645.085,0.0438534597217273,0.03909703686332605,0.0259824603456715,0.07186440628206335,-0.07748598337881653
2022-11-05,1627.27,0.0183289994866773,0.04134005712679503,0.0438534597217273,-0.010888290545639338,0.055785255556710156
2022-11-06,1568.372,0.0222474320943863,0.04117450460762009,0.0183289994866773,-0.036865625381225835,-0.004012691525827805
2022-11-07,1568.56,0.0374368608762736,0.04269490607361066,0.0222474320943863,0.00011986233697445008,0.03626037281446028
2022-11-08,1333.945,0.1223955358641192,0.046708281066689464,0.0374368608762736,-0.1620172837668592,0.08984185630488792
2022-11-09,1100.25,0.1115238435423234,0.0545707514955581,0.1223955358641192,-0.19260329054910633,0.15557657860164945
2022-11-10,1295.719,0.1188428587188589,0.079025124665612,0.1115238435423234,0.16352832672429646,0.37026778332210136
2022-11-11,1285.675,0.1015956615942485,0.06337436916801718,0.1188428587188589,-0.007781881174840134,-0.22070632774146512
2022-11-12,1254.375,0.0348459486666131,0.06301845605820998,0.1015956615942485,-0.024646431690054493,-0.005631871111457631
2022-11-13,1219.549,0.0288282782644311,0.06348440101885221,0.0348459486666131,-0.028156322300034328,0.007366585680510664
2022-11-14,1241.16,0.0659689615285006,0.06844631739254606,0.0288282782644311,0.017565307927144374,0.07525552784986089
