datetime,close,realized_volatility,implied_volatility,realized_volatility_t-1,returns,iv_returns
2022-09-21,1671.13,0.015854006947608,0.011641305768684199,0.0057899617299645,0.0035307871243008995,-0.005934735519814578
2022-09-22,1671.33,0.0134051465178146,0.011294838335092407,0.015854006947608,0.00011967233728357093,-0.030213778596496595
2022-09-23,1644.0107070707072,0.0123961723701404,0.012233450109731989,0.0134051465178146,-0.016480907220855077,0.07982817524613751
2022-09-24,1644.859191919192,7.447436156218397e-05,0.012409833530469629,0.0123961723701404,0.00051597350662583,0.014315172880764048
2022-09-25,1643.9,0.0010907713945286,0.012586216951207266,7.447436156218397e-05,-0.0005833154028098474,0.014113137476464505
2022-09-26,1627.44,0.0162726405131704,0.012762600371944906,0.0010907713945286,-0.010063239471768343,0.013916725600129989
2022-09-27,1630.05,0.0081383749317692,0.012132659583596194,0.0162726405131704,0.0016024611332738409,-0.05061809245055775
2022-09-28,1657.61,0.0141586754399204,0.012138958991479681,0.0081383749317692,0.016766116688529113,0.0005190760562955067
2022-09-29,1663.2,0.0099741912993857,0.012460228793537524,0.0141586754399204,0.0033666516783038745,0.026121843768290905
2022-09-30,1660.772,0.0084218487144815,0.012296444188566858,0.0099741912993857,-0.0014609030592480801,-0.013231745209619705
2022-10-01,1662.716,0.0001688540947463,0.00980187866670596,0.0084218487144815,0.0011698554179867863,-0.22673606223470077
2022-10-02,1664.66,0.0001686567906411,0.010028657350511496,0.0001688540947463,0.0011684884552809255,0.02287266166599153
2022-10-03,1700.49,0.0114697198691549,0.01642885576013441,0.0001686567906411,0.021295546448790417,0.49359255664221513
2022-10-04,1725.27,0.0104031272254706,0.01452013517143781,0.0114697198691549,0.014467115149727967,-0.12350296761579484
2022-10-05,1716.22,0.0106482411597371,0.012611414582741214,0.0104031272254706,-0.005259361997803531,-0.14093399555558284
2022-10-06,1712.0,0.008884186535502,0.011074359059170357,0.0106482411597371,-0.0024619202568501716,-0.12996988163004355
2022-10-07,1694.9731313131313,0.0103807586560041,0.010661747842801949,0.008884186535502,-0.009995388745442696,-0.03797007345869238
2022-10-08,1696.810707070707,0.0001563963189464,0.010249136626433545,0.0103807586560041,0.0010835454291440304,-0.03946889756739205
2022-10-09,1697.64,0.0005917679129802,0.011594060209558046,0.0001563963189464,0.0004886168734546342,0.12329944560003807
2022-10-10,1668.96,0.007349011052003,0.012938983792682544,0.0005917679129802,-0.017038373331182344,0.10975183766942749
2022-10-11,1666.23,0.0109849741235157,0.011143652545888717,0.007349011052003,-0.0016370885075292854,-0.1493746963287181
2022-10-12,1673.72,0.0074826973440735,0.011893282084023685,0.0109849741235157,0.004485104600867855,0.06510365254566082
2022-10-13,1665.65,0.0156224235647981,0.01264291162215865,0.0074826973440735,-0.004833256398566717,0.061123002090891956
2022-10-14,1644.5160606060606,0.012768594310241,0.01264291162215865,0.0156224235647981,-0.0127692847861852,0.0
2022-10-15,1645.0687878787878,4.850418197119773e-05,0.012619813793252532,0.012768594310241,0.00033604682863439846,-0.0018286099351945543
2022-10-16,1645.54,6.412191133993309e-05,0.012596715964346411,4.850418197119773e-05,0.0002863981438138237,-0.001831959876160234
2022-10-17,1650.67,0.0083448797760948,0.012573618135440293,6.412191133993309e-05,0.003112668271694098,-0.0018353221135740607
2022-10-18,1652.7,0.0080592104158305,0.012088563728411784,0.0083448797760948,0.0012290480663906032,-0.039340960863709445
2022-10-19,1628.17,0.0086052161020504,0.0122271507018485,0.0080592104158305,-0.01495362943153295,0.011399087161310413
2022-10-20,1627.03,0.0105580916092175,0.012113761359945732,0.0086052161020504,-0.0007004178217041732,-0.00931683758023055
2022-10-21,1657.7857575757575,0.0130769130526923,0.012000372018042965,0.0105580916092175,0.01872656406746403,-0.009404458027978294
2022-10-22,1658.9348484848483,0.0001000126426514,0.012111661557317903,0.0130769130526923,0.0006929079000301639,0.009231102735873777
2022-10-23,1659.1,0.0005868528472297,0.012222951096592842,0.0001000126426514,9.954778827191556e-05,0.009146668306950559
2022-10-24,1651.81,0.0076464330573195,0.01233424063586778,0.0005868528472297,-0.004403630289323345,0.009063764486829785
2022-10-25,1652.45,0.0099497841707724,0.012176755438780603,0.0076464330573195,0.00038737872201554264,-0.012850343882124703
2022-10-26,1665.24,0.0081854702858695,0.011760994518470454,0.0099497841707724,0.007710222088917594,-0.03474033566660813
2022-10-27,1662.29,0.0085417356530205,0.011660203992334662,0.0081854702858695,-0.0017730874088950968,-0.008606830968224968
2022-10-28,1644.8393814432989,0.0072033585249208,0.011345233598160304,0.0085417356530205,-0.010553430789692732,-0.02738396739754155
2022-10-29,1644.5919587628864,2.1713411342192943e-05,0.01139982846648386,0.0072033585249208,-0.00015043492645964795,0.004800600061385313
2022-10-30,1643.54,0.0007289992168677,0.011454423334807414,2.1713411342192943e-05,-0.00063985193536609,0.004777664361720034
2022-10-31,1632.59,0.0062239534726782,0.011509018203130968,0.0007289992168677,-0.006684741311078276,0.0047549467789451145
2022-11-01,1646.94,0.0074737055309856,0.009581399390783911,0.0062239534726782,0.008751309842133456,-0.18330726411871362
2022-11-02,1633.89,0.0157982667196881,0.01121924544049056,0.0074737055309856,-0.007955345949113686,0.15780699103036847
2022-11-03,1629.92,0.0093139157789211,0.01557843569586365,0.0157982667196881,-0.0024327408506910255,0.3282569842317547
2022-11-04,1681.4925999999998,0.0108417848236756,0.012126360175712707,0.0093139157789211,0.03115091749629424,-0.2505060207995316
