datetime,close,realized_volatility,implied_volatility,realized_volatility_t-1,returns,iv_returns
2023-01-04,73.16,0.0281655253018007,0.022857401505233015,0.0326726108179879,-0.053621091439097525,-0.009463144060622842
2023-01-05,73.695,0.0277763048492795,0.02264007193325271,0.0281655253018007,0.007286130766056291,-0.009553551374687285
2023-01-06,73.66,0.0339466390174686,0.02551260192812284,0.0277763048492795,-0.0004750432718019245,0.11945109275708062
2023-01-07,74.03,0.03113707691476993,0.022778658906689425,0.0339466390174686,0.005010505438087898,-0.11334843858851787
2023-01-08,74.39999999999999,0.028327514812071266,0.020044715885256015,0.03113707691476993,0.004985525384039002,-0.12785851261433492
2023-01-09,74.77,0.0255179527093726,0.017310772863822606,0.028327514812071266,0.004960793172778133,-0.14663655555549218
2023-01-10,74.995,0.0197373373552696,0.02141798680385621,0.0255179527093726,0.0030047096354986406,0.21290205726201292
2023-01-11,77.57,0.0185414378400849,0.025525200743889812,0.0197373373552696,0.03375930985545724,0.17543515476432114
2023-01-12,78.22,0.0224592046514329,0.022488886144049022,0.0185414378400849,0.008344614824587895,-0.12664499059488915
2023-01-13,79.93,0.0137643843780826,0.02405743870703731,0.0224592046514329,0.021625882310559737,0.06742301245183122
2023-01-14,79.57166666666667,0.013309183342046166,0.02435823543347382,0.0137643843780826,-0.004493168550206231,0.012425752692733065
2023-01-15,79.21333333333334,0.012853982306009733,0.02465903215991033,0.013309183342046166,-0.004513448268290482,0.012273246429719565
2023-01-16,78.855,0.0123987812699733,0.024959828886346843,0.012853982306009733,-0.004533911879909975,0.012124438364566194
2023-01-17,81.0,0.0181099685697431,0.025260625612783354,0.0123987812699733,0.026838431732917747,0.01197919558807989
2023-01-18,79.27,0.0209739653378061,0.024725175942686948,0.0181099685697431,-0.021589407823374304,-0.021424890084106134
2023-01-19,80.45,0.0219910930828611,0.024580289561366746,0.0209739653378061,0.014776126589327905,-0.00587710903345224
2023-01-20,81.56,0.0180608949979641,0.023818061207464804,0.0219910930828611,0.013703072267862283,-0.031500717292123746
2023-01-21,81.50333333333333,0.017871985899765335,0.02371097127344552,0.0180608949979641,-0.0006950265003102538,-0.004506303185662698
